person_id,first_name,last_name,father_name,gender,fin_code,id_card_number,military_ticket_number,has_driving_license,driving_license_number,birth_date,age,home_region,education_level,university_admission_year,university_graduation_year,rank_group,rank,specialization,is_leadership,officer_commissioning_source,military_academy_type,years_as_enlisted_before_commission,prior_enlisted_specialization,department,total_military_service_years,uav_service_years,current_department_years,rotation_count,last_rotation_date,contract_start_date,contract_end_date,contract_length_years,pua_course_cohort
AO17667,Tofiq,Rəhimov,Cavid oğlu,M,NG4C8J6,CT9146701,HB173293,True,SV1646217,1996-12-11,29,Zaqatala,In-Service Officer Commissioning Program,2015,2017,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.44,UAV Operator,Gamma,9.23,5.86,2.86,1,2023-08-21,2022-08-02,2032-08-02,10,2
AO25008,Rəşad,Nəsirov,Tofiq oğlu,M,QU6Y32H,CZ6538689,HB257315,True,SV6827225,2003-08-17,22,Ağdam,In-Service Officer Commissioning Program,2023,2025,Officer,Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,1.0,UAV Operator,Gamma,1.05,1.05,1.05,0,,2022-09-04,2032-09-04,10,3
AO21911,Cavid,Fərəcov,Sənan oğlu,M,J94RVUV,WS0186009,HB216725,True,SV5768706,1998-12-15,27,Zaqatala,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Gamma,5.34,5.03,2.03,1,2024-06-19,2024-01-10,2029-01-10,5,4
AO24650,Vüsalə,Musaova,Elvin qızı,F,GFWLKPA,LX3639273,HB249339,True,SV6715867,2000-06-30,26,Tovuz,Higher Military Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Gamma,2.12,2.12,2.12,0,,2021-01-21,2028-01-21,7,2
AO13655,Fərid,Vəliov,Zaur oğlu,M,K7CNVW2,EW4343110,HB132919,True,SV3562516,1990-09-05,35,Sumqayıt,Higher Military Education,2009,2013,Officer,Major,Pilot-Operator,False,Military Academy,General Military Academy,,,Gamma,13.15,4.08,1.08,1,2025-06-01,2018-02-19,2028-02-19,10,2
AO19192,Rövşən,Abbasov,Elnur oğlu,M,7D846KU,BZ4056248,HB191050,False,,1997-08-17,28,Lənkəran,In-Service Officer Commissioning Program,2017,2019,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.13,UAV Operator,Gamma,7.04,4.44,1.44,1,2025-01-21,2025-06-23,2028-06-23,3,2
AO22118,Şahin,Hacıov,Zaur oğlu,M,QT9GFSN,PX3273843,HB222795,False,,1998-11-12,27,Lənkəran,Higher Civilian Education,2018,2022,Officer,Senior Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Gamma,4.01,1.73,1.73,0,,2021-09-04,2026-09-04,5,3
AO24579,Murad,Nağıov,Elnur oğlu,M,D79YTD4,FJ7982284,HB248232,True,SV5090468,2001-05-15,25,Xaçmaz,Higher Military Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Military Academy,Military Aviation School,,,Gamma,1.74,1.74,1.74,0,,2019-06-23,2029-06-23,10,2
AO12488,Şahin,Hacıov,Cavid oğlu,M,Y89GQTX,HP8915630,HB123405,True,SV7319657,1990-10-07,35,Şəki,In-Service Officer Commissioning Program,2010,2012,Officer,Major,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.06,UAV Operator,Gamma,13.82,2.59,2.59,0,,2026-03-20,2036-03-20,10,2
AO24665,Rəşad,Qaraov,Fərid oğlu,M,C8U8NPY,DJ0378414,HB248156,True,SV9637506,2000-07-22,25,İmişli,Higher Military Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Gamma,1.96,1.96,1.96,0,,2023-09-15,2026-09-15,3,1
AO18360,Elvin,Kərimov,İlkin oğlu,M,6U58GVF,FJ8955878,HB181408,True,SV1800599,1996-06-25,30,Şamaxı,Higher Military Education,2014,2018,Officer,Captain,Pilot-Operator,False,Military Academy,Military Aviation School,,,Gamma,8.01,5.93,2.93,1,2023-07-26,2025-07-08,2028-07-08,3,3
AO12822,Ceyhun,Hacıov,Fərid oğlu,M,87TNQDT,JJ2814399,HB125218,False,,1990-11-05,35,Bərdə,In-Service Officer Commissioning Program,2010,2012,Officer,Major,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.05,UAV Operator,Gamma,14.47,3.38,0.38,1,2026-02-12,2026-01-10,2029-01-10,3,1
AO11938,Rövşən,Yusifov,Kənan oğlu,M,TGLQG8P,LB0156397,HB110031,True,SV6509359,1988-03-13,38,İmişli,Higher Military Education,2007,2011,Officer,Major,Pilot-Operator,False,Military Academy,Military Aviation School,,,Gamma,14.99,5.56,2.56,1,2023-12-08,2021-07-29,2028-07-29,7,2
AO21355,Tural,Nağıov,Zaur oğlu,M,45ZSFMY,XC9870226,HB213577,True,SV9269028,1998-06-24,28,Qazax,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Gamma,4.95,1.24,1.24,0,,2025-07-22,2030-07-22,5,2
AO16958,Vüqar,Vəliov,Sənan oğlu,M,J7XY6K8,RX4083817,HB166329,True,SV0607160,1993-07-10,32,Şirvan,Higher Military Education,2012,2016,Officer,Captain,Pilot-Operator,False,Military Academy,General Military Academy,,,Gamma,10.23,5.19,2.19,1,2024-04-22,2026-01-24,2029-01-24,3,1
AO23557,Ceyhun,Sultanov,Elçin oğlu,M,NTKUDD4,XY5419412,HB234439,False,,2003-07-29,22,Naxçıvan,In-Service Officer Commissioning Program,2021,2023,Officer,Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,1.79,UAV Operator,Gamma,2.79,2.79,2.79,0,,2016-12-11,2026-12-11,10,1
G08994,Fuad,Cəfərov,Elnur oğlu,M,Q2XS92Z,BA1821490,HB083514,True,SV9526370,1986-11-29,39,Zaqatala,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,18.06,5.03,2.03,1,2024-06-19,2024-08-24,2027-08-24,3,1
G21193,Fərid,Nağıov,Tural oğlu,M,DCSAZZL,AX6000358,HB210688,True,SV0508453,2000-02-13,26,Yevlax,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,4.69,4.01,1.01,1,2025-06-27,2026-01-06,2029-01-06,3,4
G23405,Tofiq,Abbasov,Nicat oğlu,M,R6Q6HKZ,ZK2174204,HB237612,False,,2002-06-23,24,Lənkəran,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,3.12,3.12,0.12,1,2026-05-18,2023-06-09,2028-06-09,5,4
G21265,Nicat,Tağıov,Fuad oğlu,M,Q8QLXES,FT5977348,HB212484,False,,2001-04-11,25,Tovuz,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,4.97,4.13,1.13,1,2025-05-14,2025-04-11,2028-04-11,3,3
G23583,Vaqif,Kərimov,Zaur oğlu,M,85PGL6X,YL9025196,HB230340,True,SV6581327,2003-01-15,23,Xaçmaz,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,3.03,1.71,1.71,0,,2024-07-15,2027-07-15,3,3
G16237,Sənan,Əliov,Rəşad oğlu,M,3CA5B5L,XE1283958,HB165894,True,SV7215914,1995-07-11,30,İmişli,Vocational/Technical College,2014,2016,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,9.75,4.82,1.82,1,2024-09-04,2023-05-11,2028-05-11,5,5
G12759,Şəbnəm,Nəsirova,Aqşin qızı,F,69XEQ2E,KK1068951,HB120957,False,,1991-11-17,34,Xaçmaz,Vocational/Technical College,2010,2012,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,13.8,3.81,0.81,1,2025-09-08,2022-12-30,2027-12-30,5,5
G21712,Elnur,Rəhimov,Vüqar oğlu,M,KNE93X8,HT9067084,HB219689,True,SV8125949,2000-12-05,25,Gəncə,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,4.88,2.7,2.7,0,,2025-05-21,2028-05-21,3,2
G11534,Fuad,Nəsirov,Kənan oğlu,M,XXLB57A,PH1436233,HB115820,True,SV9471321,1990-01-20,36,Şamaxı,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,15.04,2.32,2.32,0,,2024-02-20,2031-02-20,7,3
G13338,Aqşin,Şıxəliov,Ruslan oğlu,M,6AE2HFC,PF0077390,HB139800,True,SV9963660,1993-10-23,32,Mingəçevir,Vocational/Technical College,2011,2013,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,12.52,3.25,0.25,1,2026-03-31,2022-06-20,2027-06-20,5,2
G24740,Elvin,Həsənov,Cavid oğlu,M,3HBCLSR,EZ6126801,HB247245,True,SV1115967,2002-10-09,23,Sumqayıt,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Gamma,1.89,1.89,1.89,0,,2024-05-06,2027-05-06,3,2
G24625,Zaur,Xəlilov,Murad oğlu,M,KPWGJMH,AX6210490,HB248592,True,SV4684963,2004-02-11,22,Tovuz,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Gamma,2.01,2.01,2.01,0,,2025-05-10,2032-05-10,7,5
G08825,Elşən,Cəfərov,Fuad oğlu,M,3MKRTZH,ES4837948,HB087924,True,SV1739873,1987-07-28,38,Mingəçevir,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,17.57,1.33,1.33,0,,2023-12-23,2026-12-23,3,4
G24228,Murad,Quliyov,Kamran oğlu,M,GARJGRF,VW2164484,HB247871,True,SV3197615,2004-01-24,22,Xaçmaz,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Gamma,1.7,1.7,1.7,0,,2020-02-27,2027-02-27,7,2
G22914,Namiq,Xəlilov,Sənan oğlu,M,VVVSLMY,DP4032969,HB223850,False,,2001-04-10,25,Xaçmaz,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,4.39,1.06,1.06,0,,2026-01-06,2029-01-06,3,3
G23950,Fərid,Quliyov,İlkin oğlu,M,W9HUH4R,MA5076046,HB232723,False,,2002-02-26,24,Quba,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,UAV Operator,False,,,,,Gamma,3.23,3.23,0.23,1,2026-04-07,2025-12-01,2028-12-01,3,1
G18229,Elşən,Quliyov,Aqşin oğlu,M,2RHAMVT,UY4382819,HB180772,True,SV2085523,1997-10-26,28,Bakı,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,7.78,4.89,1.89,1,2024-08-09,2025-02-11,2030-02-11,5,3
G10034,Orxan,Tağıov,Elşən oğlu,M,Q7EWTV2,CG2741191,HB101868,False,,1989-06-22,37,İmişli,Vocational/Technical College,2008,2010,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,16.5,1.72,1.72,0,,2024-07-18,2027-07-18,3,4
G24055,Cavid,Xəlilov,Tofiq oğlu,M,LFV2WL2,AN7749111,HB244006,True,SV0330304,2004-01-04,22,Gəncə,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,UAV Operator,False,,,,,Gamma,1.75,1.75,1.75,0,,2023-09-30,2028-09-30,5,5
G17751,Zaur,Həsənov,Vüsal oğlu,M,QD7JHWT,BW2022185,HB172186,True,SV7607466,1996-12-18,29,İmişli,Vocational/Technical College,2015,2017,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Gamma,8.7,4.95,1.95,1,2024-07-18,2023-10-04,2028-10-04,5,1
G21335,Elşən,Məmmədov,Elçin oğlu,M,C6S4NEA,RQ2338721,HB215205,False,,2001-08-13,24,Goranboy,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,4.8,3.95,0.95,1,2025-07-19,2024-09-29,2027-09-29,3,1
G19692,Ruslan,Musaov,Kənan oğlu,M,NFB3Z5G,PT8688306,HB192947,True,SV8253213,1998-03-16,28,Xaçmaz,Vocational/Technical College,2017,2019,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Gamma,6.99,3.26,0.26,1,2026-03-28,2021-08-28,2026-08-28,5,4
G18048,Şahin,Səfərov,Emin oğlu,M,V3X8CDA,AB0204790,HB181953,True,SV6973262,1997-05-21,29,Gəncə,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Gamma,7.67,3.29,0.29,1,2026-03-17,2024-03-27,2027-03-27,3,1
G23617,Rəşad,İbrahimov,Ceyhun oğlu,M,W8367FD,TL8620506,HB230169,True,SV3304410,2002-06-11,24,Gəncə,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,3.45,2.31,2.31,0,,2020-04-14,2027-04-14,7,1
G18607,İlkin,İbrahimov,Ramin oğlu,M,AJ5HQAW,WW4942803,HB188698,True,SV4416351,1996-12-01,29,Tovuz,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Gamma,7.66,5.38,2.38,1,2024-02-12,2022-11-27,2027-11-27,5,4
G22495,Elnur,Kərimov,Zaur oğlu,M,X6XP8CJ,DY6456839,HB220475,False,,2002-08-14,23,Mingəçevir,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,3.53,3.01,0.01,1,2026-06-27,2024-10-03,2029-10-03,5,5
G22236,Elnur,Fərəcov,Zaur oğlu,M,34N469T,NP2597674,HB223551,True,SV8395823,2002-02-10,24,Ağdam,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,3.7,3.7,0.7,1,2025-10-18,2022-03-28,2027-03-28,5,1
G22081,Elçin,İbrahimov,Elvin oğlu,M,693R7YK,UH2691022,HB224437,False,,2001-10-14,24,Sumqayıt,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,4.26,4.22,1.22,1,2025-04-11,2024-06-01,2027-06-01,3,1
G23603,Elvin,Rüstəmov,Elçin oğlu,M,VLMKV7W,QS9432477,HB236130,True,SV4589693,2003-04-27,23,Xaçmaz,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Gamma,2.67,2.67,2.67,0,,2024-09-15,2029-09-15,5,1
G23250,Tofiq,Sultanov,Ceyhun oğlu,M,DNLVRLT,SL6065605,HB236185,True,SV1258572,2002-02-15,24,Şirvan,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,3.42,3.42,0.42,1,2026-01-28,2024-04-29,2027-04-29,3,5
G21406,Vüqar,Kərimov,Fərid oğlu,M,PX8CRHN,TR1332854,HB215174,True,SV8911196,2000-11-22,25,Bakı,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,4.62,4.62,1.62,1,2024-11-16,2026-01-03,2029-01-03,3,4
G24842,Elşən,Sultanov,Tofiq oğlu,M,TPBPYCC,XR4529100,HB245139,True,SV1655496,2003-02-07,23,Bərdə,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Gamma,2.4,2.4,2.4,0,,2022-12-16,2027-12-16,5,4
G09851,Elçin,Qaraov,Rövşən oğlu,M,AB3DXUA,XD9881440,HB092569,True,SV6581158,1989-05-09,37,Sumqayıt,Vocational/Technical College,2007,2009,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Gamma,16.91,1.2,1.2,0,,2025-08-06,2028-08-06,3,4
G17884,Zaur,Tağıov,Tofiq oğlu,M,MHJBP52,AS9368716,HB178524,False,,1996-08-07,29,Ağdam,Vocational/Technical College,2015,2017,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Gamma,8.87,5.94,2.94,1,2023-07-23,2025-04-04,2030-04-04,5,2
G25117,Elvin,Hacıov,Cavid oğlu,M,CC6EWMN,MV9353395,HB252513,True,SV8669665,2004-10-13,21,Xaçmaz,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Gamma,1.23,1.23,1.23,0,,2026-02-12,2031-02-12,5,3
G25881,Orxan,Xəlilov,Ramin oğlu,M,W75VH7L,FE9136256,HB256656,True,SV6786167,2005-01-13,21,İmişli,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Gamma,1.28,1.28,1.28,0,,2024-12-11,2027-12-11,3,3
G22817,Vaqif,Qaraov,Namiq oğlu,M,WG34FWR,FM2551629,HB222159,False,,2002-04-30,24,Goranboy,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,3.76,3.31,0.31,1,2026-03-09,2025-11-27,2030-11-27,5,1
G24028,Murad,Nağıov,Zaur oğlu,M,JUGBP9V,MK1138082,HB248532,True,SV2796285,2003-12-18,22,Bakı,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Gamma,2.4,2.4,2.4,0,,2025-01-02,2028-01-02,3,1
G21397,Anar,Vəliov,Vüqar oğlu,M,V27MHAU,UE9350156,HB219528,False,,2000-09-13,25,Xaçmaz,Vocational/Technical College,2019,2021,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Gamma,5.12,4.12,1.12,1,2025-05-17,2025-03-16,2028-03-16,3,1
G22616,Vaqif,Rəhimov,Kamran oğlu,M,7JAXP55,LF8441887,HB220764,True,SV7264830,2002-01-02,24,Salyan,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Gamma,4.3,4.3,1.3,1,2025-03-13,2025-02-11,2028-02-11,3,5
G16679,Vüqar,Həsənov,Zaur oğlu,M,YN3GLNH,GF6409264,HB168873,False,,1996-02-17,30,Goranboy,Vocational/Technical College,2014,2016,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Gamma,9.59,3.21,0.21,1,2026-04-15,2026-01-24,2029-01-24,3,5
G25490,Orxan,Tağıov,Cavid oğlu,M,JHM9RF5,RQ8893709,HB259635,True,SV6009428,2004-10-06,21,Quba,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Gamma,1.04,1.04,1.04,0,,2022-11-16,2027-11-16,5,2
G22788,Vüqar,Həsənov,Tural oğlu,M,U355ZKR,LE0960727,HB222081,True,SV7531517,2001-11-20,24,Qazax,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Gamma,4.15,2.56,2.56,0,,2025-05-03,2030-05-03,5,2
G21226,Rövşən,Əliov,Elnur oğlu,M,FR5HVM3,ML7716091,HB216590,True,SV5475784,2000-04-17,26,Salyan,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Gamma,4.67,3.57,0.57,1,2025-12-04,2024-12-26,2027-12-26,3,3
G22189,Ruslan,Nəsirov,Ceyhun oğlu,M,PSR3GVM,HQ4333104,HB228850,True,SV1877632,2001-03-30,25,Bakı,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Gamma,3.68,3.68,0.68,1,2025-10-25,2023-08-28,2030-08-28,7,2
G21086,Vüsalə,Abbasova,Vüsal qızı,F,QPB867K,BM3645354,HB213810,False,,1999-10-01,26,Xaçmaz,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Gamma,4.94,2.26,2.26,0,,2024-05-10,2027-05-10,3,1
G07800,Elnur,Hüseynov,Fuad oğlu,M,YJAGSAN,VM6205144,HB079544,True,SV0775099,1987-04-13,39,Goranboy,Vocational/Technical College,2005,2007,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Gamma,18.51,1.97,1.97,0,,2025-05-03,2032-05-03,7,3
G21074,Aytac,Quliyova,Ceyhun qızı,F,GVJHBAE,LE7845929,HB217141,True,SV0772916,2000-08-16,25,Şirvan,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Gamma,4.55,3.2,0.2,1,2026-04-18,2025-02-26,2030-02-26,5,1
G23622,Aqşin,Abbasov,Şahin oğlu,M,8JT64LX,NS8568728,HB238314,True,SV2939905,2002-02-05,24,Quba,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Gamma,3.06,3.06,0.06,1,2026-06-09,2024-04-25,2027-04-25,3,1
G08080,Ülviyyə,Vəliova,Vaqif qızı,F,EDTMZPL,BD4903848,HB086676,True,SV4091284,1986-07-19,39,Goranboy,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Gamma,18.3,3.78,0.78,1,2025-09-19,2024-12-19,2031-12-19,7,5
G18336,Səbinə,Rəhimova,Kamran qızı,F,VU5DCZE,LX9761040,HB187502,True,SV8696601,1998-02-01,28,Şamaxı,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Gamma,7.98,3.15,0.15,1,2026-05-07,2025-10-07,2028-10-07,3,3
G19856,Zaur,Məmmədov,Ceyhun oğlu,M,GFN9DUV,NV2062660,HB192548,True,SV6086683,1999-05-07,27,Salyan,Vocational/Technical College,2017,2019,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Gamma,6.95,5.98,2.98,1,2023-07-08,2026-05-18,2029-05-18,3,3
G06810,İlkin,Vəliov,Aqşin oğlu,M,KLHEECU,CC4107657,HB062496,True,SV1695592,1986-05-11,40,Xaçmaz,Vocational/Technical College,2004,2006,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Gamma,19.55,4.53,1.53,1,2024-12-19,2022-06-20,2027-06-20,5,1
G09028,Rövşən,Nəsirov,Kamran oğlu,M,4Q835Q4,TS6978181,HB093295,True,SV0830154,1988-09-30,37,Quba,Vocational/Technical College,2007,2009,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Gamma,17.02,2.95,2.95,0,,2026-05-07,2029-05-07,3,2
G25779,Fərid,Sultanov,İlkin oğlu,M,VLD29GE,SW7235591,HB259984,True,SV7095294,2004-01-21,22,Şamaxı,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Gamma,1.0,1.0,1.0,0,,2023-05-03,2028-05-03,5,3
G16461,Ceyhun,Tağıov,Nicat oğlu,M,7VHLUQK,RA2922509,HB163725,True,SV3498285,1996-12-09,29,Ağdam,Vocational/Technical College,2014,2016,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Gamma,9.52,3.95,0.95,1,2025-07-19,2026-01-21,2033-01-21,7,1
G25044,Kənan,Kərimov,Vüqar oğlu,M,XRUTT25,YK7160432,HB259733,True,SV0971221,2004-01-31,22,Ağdam,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Gamma,1.41,1.41,1.41,0,,2023-04-19,2028-04-19,5,2
G24144,Elçin,Nağıov,Emin oğlu,M,WCED78C,UU2173585,HB245362,True,SV4673018,2002-09-01,23,İmişli,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Gamma,2.37,2.37,2.37,0,,2025-01-21,2030-01-21,5,3
G22135,Orxan,Həsənov,Kamran oğlu,M,EF4TR7W,AW7487416,HB224849,True,SV5697897,2001-02-04,25,İmişli,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Repair Specialist,False,,,,,Gamma,3.95,3.95,0.95,1,2025-07-19,2021-08-24,2026-08-24,5,4
G22448,Vüsal,Cəfərov,Elvin oğlu,M,UAXMLZA,HM1057545,HB227511,True,SV7187625,2001-05-08,25,Ağdam,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Repair Specialist,False,,,,,Gamma,4.37,4.21,1.21,1,2025-04-15,2026-05-14,2029-05-14,3,3
AO97468,Ramin,Rəhimov,Elçin oğlu,M,STX8767,ZX1955946,HB977452,False,,1974-12-25,51,Quba,Higher Military Education,1993,1997,Officer,Lieutenant Colonel,Department Commander,True,Military Academy,General Military Academy,,,Sigma,29.09,1.77,1.77,0,,2025-10-21,2028-10-21,3,3
AO12000,Kənan,Rüstəmov,Emin oğlu,M,QCU3EBZ,NW5367801,HB122542,False,,1988-12-09,37,Mingəçevir,Higher Military Education,2008,2012,Officer,Major,Chief of Operations,True,Military Academy,Military Aviation School,,,Sigma,14.09,4.86,1.86,1,2024-08-20,2025-04-11,2028-04-11,3,2
AO13467,Ruslan,Şıxəliov,Emin oğlu,M,CJT4BR4,DU6014460,HB135215,True,SV4693000,1990-06-11,36,Bakı,Higher Military Education,2009,2013,Officer,Major,Pilot-Operator Lead,True,Military Academy,General Military Academy,,,Sigma,12.84,5.42,2.42,1,2024-01-29,2023-09-26,2028-09-26,5,1
G06923,Orxan,Həsənov,Elçin oğlu,M,G8D3TM3,TQ7936752,HB061624,True,SV1516525,1986-09-13,39,Sumqayıt,Vocational/Technical College,2004,2006,Warrant Officer,Senior Warrant Officer,Technical Service Lead,True,,,,,Sigma,19.63,1.82,1.82,0,,2023-04-22,2028-04-22,5,2
AO12830,Tural,Səfərov,Ruslan oğlu,M,PAVAJHM,JJ5545212,HB123741,True,SV3638730,1988-10-01,37,Gəncə,Higher Civilian Education,2008,2012,Officer,Major,Training & Standardization Lead,True,Civilian Direct Commission,,,,Sigma,14.22,3.51,0.51,1,2025-12-26,2023-05-11,2033-05-11,10,4
AO22617,Kənan,Məmmədov,Vüqar oğlu,M,285SEB3,YW2589727,HB221115,False,,2001-08-17,24,Naxçıvan,In-Service Officer Commissioning Program,2020,2022,Officer,Senior Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.62,UAV Operator,Sigma,4.05,4.05,1.05,1,2025-06-12,2020-12-26,2027-12-26,7,5
AO25183,Tofiq,Yusifov,Orxan oğlu,M,NHXENXZ,NR6320871,HB254549,True,SV8419240,2001-06-11,25,Goranboy,Higher Military Education,2021,2025,Officer,Lieutenant,Operations Officer,False,Military Academy,General Military Academy,,,Sigma,1.19,1.19,1.19,0,,2022-09-04,2027-09-04,5,3
AO21436,Kamran,Əliov,Rövşən oğlu,M,3ZMTFG5,TS4378595,HB214003,False,,1998-12-25,27,Bakı,Higher Military Education,2017,2021,Officer,Senior Lieutenant,Operations Officer,False,Military Academy,General Military Academy,,,Sigma,5.2,5.2,2.2,1,2024-04-18,2025-01-17,2030-01-17,5,2
AO23681,Fuad,Şıxəliov,Elnur oğlu,M,Q4BYBXB,WF9273823,HB235723,True,SV3211055,2000-06-07,26,Şirvan,Higher Military Education,2019,2023,Officer,Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Sigma,2.95,2.95,2.95,0,,2023-07-19,2026-07-19,3,5
AO25376,Fərid,Xəlilov,Anar oğlu,M,BPBCC22,MZ9098775,HB259426,True,SV9208534,2004-10-06,21,İmişli,In-Service Officer Commissioning Program,2023,2025,Officer,Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.0,UAV Operator,Sigma,1.25,1.25,1.25,0,,2025-10-29,2030-10-29,5,2
